Symbol,Company Name,Market Capitalization,Sector,Industry,Dividend Yield,Beta
VTMB,Vitamin Blue Inc,992040.00,,,--,+1.2
VTMLF,VENTURE MINERALS LTD SHS,26674540.00,,,--,+1.8
VTN,Invesco Van Kmpn Trst for Inv Gr NY Mcps,246786260.00,,,4.34%,+0.3
VTNA,Vetanova Inc,20.00,Financials,Capital Markets,--,+1.1
VTNR,Vertex Energy Inc,31660720.00,Energy,"Oil, Gas & Consumable Fuels",--,+2.5
VTOL,Bristow Group Inc,866075650.00,,,--,+1.4
VTRU,Vitru Ltd,329037660.00,,,--,--
VTSI,Virtra Inc,30838960.00,Industrials,Aerospace & Defense,--,+1.2
VTVT,vTv Therapeutics Inc,158842000.00,Health Care,Biotechnology,--,-1.8
VTXB,Vortex Brands Co,506730.00,Consumer Discretionary,Internet & Direct Marketing Retail,--,+0.1
VULC,Vulcan International Corporation,152343060.00,,,--,+0.3
VULMF,VULCAN MINERALS INC,4317400.00,Materials,Metals & Mining,--,+1.8
VUOC,Vu1 Corporation,52810.00,Industrials,Electrical Equipment,--,-1.9
VUZI,Vuzix Corp,178992610.00,Consumer Discretionary,Household Durables,--,+2.2
VVCVF,VVC EXPLORATION CORP,37718300.00,Materials,Metals & Mining,--,+2.3
VVI,Viad Corp,653696000.00,Industrials,Commercial Services & Supplies,--,+1.9
VVIT,"Vista International Technologies, Inc.",125860.00,Utilities,Independent Power & Renewable Electricity Producers,--,+1.1
VVPR,VivoPower International PLC,134673000.00,Utilities,Independent Power & Renewable Electricity Producers,--,+5.0
VVR,Invesco Senior Income Trust,606002760.00,,,6.35%,+0.7
VVUSQ,"VIVUS, Inc.",2153090.00,Health Care,Pharmaceuticals,--,-3.5
VXEL,Vitaxel Group Ltd,4922010.00,Consumer Discretionary,Internet & Direct Marketing Retail,--,+5.1
VXRT,Vaxart Inc,809523250.00,Health Care,Biotechnology,--,+0.5
VYCO,Vycor Medical Inc,2420640.00,Health Care,Health Care Equipment & Supplies,--,+2.2
VYEY,Victory Oilfield Tech Inc,3757090.00,Energy,Energy Equipment & Services,--,+2.4
VYGR,Voyager Therapeutics Inc,294857420.00,Health Care,Biotechnology,--,+1.4
VYND,Vynleads Inc,5800000.00,,,--,--
VYNE,Vyne Therapeutics Inc,286905210.00,Health Care,Pharmaceuticals,--,--
VYST,Vystar Corp,35193890.00,Materials,Chemicals,--,--
WACC,WestAmerica Corporation,0.00,,,--,--
WAFU,Wah Fu Education Group Ltd,18224960.00,Consumer Discretionary,Diversified Consumer Services,--,--
WAKE,"Wake Forest Bancshares, Inc.",20733440.00,Financials,Thrifts & Mortgage Finance,2.01%,+0.4
WANSF,WANDISCO PLC ORD,322517690.00,,,--,+0.4
WARGF,WARRIOR GOLD INC,6362310.00,Materials,Metals & Mining,--,+0.4
WARM,Cool Technologies Inc,5366650.00,Consumer Discretionary,Auto Components,--,-3.2
WASH,Washington Trust Bancorp Inc,764839500.00,Financials,Banks,4.62%,+0.7
WATT,Energous Corp,77872610.00,Industrials,Electrical Equipment,--,+3.7
WAXS,"World Access, Inc.",220180.00,,,--,-1.4
WAYN,"Wayne Savings Bancshares, Inc",51276640.00,Financials,Thrifts & Mortgage Finance,3.88%,+0.3
WAYS,Wave Sync Corp,54670.00,Information Technology,Semiconductors & Semiconductor Equipment,--,--
WBAI,500.Com Ltd - ADR,114864800.00,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,+1.1
WBBW,Westbury Bancorp Inc,133721280.00,Financials,Thrifts & Mortgage Finance,--,+0.5
WBHC,Wilson Bank Holding Company,0.00,Financials,Banks,--,--
WBSI,Websafety Inc,4485690.00,Information Technology,Software,--,-1.0
WBWB,WU BA Superior Products Holding GroupInc,1716800.00,,,--,+3.7
WCCP,Wealthcraft Capital Inc,15437290.00,Financials,Capital Markets,--,-0.9
WCFB,WCF Bancorp Inc,18318300.00,Financials,Thrifts & Mortgage Finance,2.80%,+0.5
WCIG,Wee-Cig International Corp,3137400.00,Consumer Staples,Tobacco,--,+0.6
WCRS,Western Capital Resources Inc,58259320.00,Consumer Discretionary,Specialty Retail,1.52%,+0.6
WCUI,Wellness Center USA Inc,9247440.00,Health Care,Health Care Providers & Services,--,+0.3
WCVC,West Coast Ventures Group Corp,2071650.00,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,+2.0
WCYN,West Canyon Energy Corp,66620.00,Energy,"Oil, Gas & Consumable Fuels",--,+2.4
WDBG,Woodbrook Group Holdings Inc,169200.00,Health Care,Pharmaceuticals,--,-0.4
WDDD,Worlds Inc,17158130.00,Communication Services,Interactive Media & Services,--,+0.1
WDHR,WeedHire International Inc,934380.00,,,--,--
WDKA,Panache Beverage Inc,254410.00,Consumer Staples,Beverages,--,-1.7
WDLF,Social Life Network Inc,5529890.00,Communication Services,Interactive Media & Services,--,+1.0
WDRP,Wanderport Corp.,1787280.00,,,--,-2.6
WDSL,Wireless Data Solutions,22930.00,Information Technology,Communications Equipment,--,--
WEA,Western Asset Premier Bond Fund,165251590.00,,,5.68%,+0.6
WEBB,Web Blockchain Media Inc,444570.00,,,--,-1.0
WEBC,"Webco Industries, Inc.",23980000.00,Materials,Metals & Mining,--,+1.2
WECT,Weconnect Tech International Inc,7123320.00,,,--,--
WEDXF,Westaim Corp,266299180.00,Financials,Capital Markets,--,+0.7
WEEEF,WESTERN ENERGY SERVICES CORP,22549660.00,Energy,Energy Equipment & Services,--,+1.7
WEGOF,WESCAN GOLDFIELDS INC,2022020.00,Materials,Metals & Mining,--,-0.1
WEI,Weidai Ltd (ADR),108157630.00,Financials,Consumer Finance,--,--
WELPP,Wisconsin Electric Power Company,25480000.00,,,3.67%,+0.0
WELX,Winland Holdings Corp,10857050.00,Information Technology,"Electronic Equipment, Instruments & Components",--,-0.3
WENEF,SUMMUS SOLUTIONS NV,1652490.00,Energy,"Oil, Gas & Consumable Fuels",--,--
WEQL,WellQuest Medical & Wellness Corp,288460.00,,,--,+1.1
WESC,W&E Source Corp,255720.00,,,--,+2.6
WETF,Wisdom Tree Investments Inc,750605190.00,Financials,Capital Markets,2.38%,+1.7
WEWA,Wewards Inc,2687080.00,,,--,--
WEYS,"Weyco Group, Inc.",173340650.00,Consumer Discretionary,Distributors,5.49%,+0.6
WFCFD,Where Food Comes From Inc,18172000.00,Industrials,Professional Services,--,+1.0
WFGCF,ENTHEOS CAPITAL CORP,2240350.00,Financials,Capital Markets,--,+3.1
WFTLF,Weatherford International plc,556635150.00,Energy,Energy Equipment & Services,--,--
WGEI,WindGen Energy Inc,489510.00,Industrials,Trading Companies & Distributors,--,-1.3
WGNR,Wegener Corporation,101230.00,Information Technology,Communications Equipment,--,-1.7
WGTG,Wings & Things Inc,72000000.00,,,--,--
WHCA,Williston Holding Company Inc,25140.00,,,--,--
WHEN,"World Health Energy Holdings, Inc.",12570520.00,,,--,+0.9
WHF,WhiteHorse Finance Inc,287644000.00,Financials,Capital Markets,10.19%,+1.6
WHG,"Westwood Holdings Group, Inc.",109602570.00,Financials,Capital Markets,--,+1.5
WHGPF,WAREHOUSE GROUP LTD SHS,500664700.00,,,--,+0.5
WHHT,Wonhe High-Tech International Inc,735100.00,Information Technology,"Technology Hardware, Storage & Peripherals",--,--
WHLM,Wilhelmina International Inc,21659920.00,Industrials,Commercial Services & Supplies,--,+0.5
WHLR,Wheeler Real Estate Investment Trust Inc,26198100.00,Real Estate,Equity Real Estate Investment Trusts (REITs),--,+3.3
WHLT,Chase Packaging Corp,6807020.00,,,--,+1.1
WHSI,Wearable Health Solutions Inc,592910.00,,,--,--
WHTGF,MANGAZEYA MINING LTD,70851610.00,Materials,Metals & Mining,--,-0.2
WHWRF,WORLD HOUSEWARE HOLDINGS LTD SHS,22929510.00,,,--,+1.0
WHYRF,WEST HIGH YIELD WHY RES LTD,11243040.00,Materials,Metals & Mining,--,+1.9
WHZT,Whiting USA Trust II,1729600.00,Energy,"Oil, Gas & Consumable Fuels",--,+2.0
WIA,Western Asset Inflation-Linked Income Fd,387443370.00,,,2.66%,+0.5
WIFI,Boingo Wireless Inc,659058800.00,Communication Services,Wireless Telecommunication Services,--,+1.5
WILC,G Willi-Food International Ltd,267512080.00,Consumer Staples,Food & Staples Retailing,--,+0.7
WIMI,WiMi Hologram Cloud Inc - ADR,416070550.00,Communication Services,Media,--,--
WINA,Winmark Corporation,687786000.00,Consumer Discretionary,Specialty Retail,0.55%,+0.7
WINH,Winha International Group Ltd,19996000.00,,,--,--
WINRD,Simplicity Esports and Gaming Co,17865000.00,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,--
WINSF,Wins Finance Holdings Inc,97007820.00,Financials,Capital Markets,--,+1.5
WINT,Windtree Therapeutics Inc,101526000.00,Health Care,Biotechnology,--,+0.1
WIRX,"Wireless Xcessories Group, Inc.",17550.00,Information Technology,"Electronic Equipment, Instruments & Components",--,+0.7
WISA,Summit Wireless Technologies Inc,20493640.00,Information Technology,Semiconductors & Semiconductor Equipment,--,--
WISM,Wiseman Global Ltd,460800000.00,,,--,--
WIW,Western Asst Inflatn Lkd Opts & Inc Fd,740944360.00,,,3.06%,+0.5
WIZD,Wizard Brands Inc,2454900.00,Communication Services,Media,--,-0.5
WIZP,Wize Pharma Inc,2229110.00,Health Care,Pharmaceuticals,--,+1.3
WJXFF,WAJAX CORP,280464280.00,Industrials,Trading Companies & Distributors,5.61%,+2.4
WKLN,Walker Lane Exploration Inc,678480.00,,,--,-1.3
WKSP,Worksport Ltd,9635390.00,,,--,+3.0
WLBMF,WALLBRIDGE MINING CO LTD,481062470.00,Materials,Metals & Mining,--,+1.6
WLDN,"Willdan Group, Inc.",445409860.00,Industrials,Professional Services,--,+1.5
WLFC,Willis Lease Finance Corporation,236251500.00,Industrials,Trading Companies & Distributors,--,+1.3
WLKP,Westlake Chemical Partners LP,755988600.00,Materials,Chemicals,8.78%,+1.2
WLL,Whiting Petroleum Corp,979436550.00,Energy,"Oil, Gas & Consumable Fuels",--,+4.5
WLMS,Williams Industrial Services Group Inc,50165280.00,Industrials,Construction & Engineering,--,+0.9
WLOLQ,Winland Ocean Shipping Corp,0.00,Industrials,Marine,--,--
WLRMF,ALORO MINING CORP,2204470.00,Materials,Metals & Mining,--,+0.3
WLSI,Wellstar International Inc,866410.00,,,--,--
WLYW,Wally World Media Inc,155040.00,Information Technology,IT Services,--,+1.4
WMC,Western Asset Mortgage Capital Corp,207980460.00,Financials,Mortgage Real Estate Investment Trusts (REITs),5.75%,+2.1
WMGR,Wellness Matrix Group Inc,405000.00,,,--,--
WMPN,William Penn Bancorp Inc,162726250.00,Financials,Thrifts & Mortgage Finance,1.20%,--
WMTN,WestMountain Gold Inc,304000.00,Materials,Metals & Mining,--,--
WNC,Wabash National Corporation,959983500.00,Industrials,Machinery,1.70%,+1.9
WNDW,Solarwindow Technologies Inc,400370040.00,Information Technology,Semiconductors & Semiconductor Equipment,--,+3.1
WNEB,Western New England Bancorp Inc,170009820.00,Financials,Thrifts & Mortgage Finance,2.95%,+0.3
WNMLA,Winmill & Co. Incorporated,1141000.00,,,--,+1.2
WNRP,West Suburban Bancorp Inc,162260000.00,Financials,Banks,1.06%,+0.6
WNWG,Wentworth Energy Inc,21590.00,Energy,"Oil, Gas & Consumable Fuels",--,--
WOAM,"World Am, Inc.",240.00,Information Technology,"Electronic Equipment, Instruments & Components",--,--
WODI,Wod Retail Solutions Inc,202150.00,Information Technology,Software,--,+4.3
WOFA,Wisdom Homes of America Inc,75880.00,Consumer Discretionary,Household Durables,--,+0.6
WOIIF,ABILENE OIL & GAS LTD SHS,0.00,,,--,+0.5
WOLV,Wolverine Technologies Corp,945940.00,Materials,Metals & Mining,--,+1.2
WORX,Scworx Corp,16568160.00,Health Care,Health Care Technology,--,+4.2
WOW,WideOpenWest Inc,751209250.00,Communication Services,Media,--,+2.1
WOWI,"Metro One Telecommunications, Inc",77910.00,Industrials,Commercial Services & Supplies,--,+1.9
WOWU,Wowi Inc,18079600.00,Health Care,Pharmaceuticals,--,+0.5
WPFH,World Poker Fund Holdings Inc,2237080.00,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,+2.6
WPG,Washington Prime Group Inc,200555450.00,Real Estate,Equity Real Estate Investment Trusts (REITs),--,+2.1
WPHM,Winston Pharmaceuticals Inc,1548180.00,Health Care,Pharmaceuticals,--,--
WPRT,WESTPORT FUEL SYSTEMS INC,585792760.00,Industrials,Machinery,--,+3.0
WPUR,WaterPure International Inc,266440.00,,,--,+0.5
WQNI,"WQN, Inc.",123560.00,Communication Services,Diversified Telecommunication Services,--,-1.9
WRAP,Wrap Technologies Inc,204846550.00,Information Technology,"Electronic Equipment, Instruments & Components",--,--
WRDEF,WERELDHAVE NV SHS,386347890.00,,,--,+1.9
WRIT,Writ Media Group Inc,512260.00,,,--,+1.3
WRLD,World Acceptance Corp.,800841960.00,Financials,Consumer Finance,--,+1.8
WRRNF,WESTCORE ENERGY LTD,897040.00,Energy,"Oil, Gas & Consumable Fuels",--,-1.2
WSBF,Waterstone Financial Inc,452412760.00,Financials,Thrifts & Mortgage Finance,2.66%,+0.3
WSCC,Waterside Capital Corp.,1525370.00,,,--,+7.2
WSCO,Wall Street Media Co Inc,4038300.00,Industrials,Professional Services,--,--
WSFGQ,"WSB Financial Group, Inc.",1120.00,Financials,Banks,--,--
WSFL,Woodstock Holdings Inc,152700.00,Financials,Capital Markets,--,--
WSG,Wanda Sports Group Co Ltd (ADR),314774090.00,Communication Services,Entertainment,--,--
WSGF,"World Series of Golf, Inc.",2814750.00,,,--,+3.0
WSML,Williamsville Sears Management Inc,996970.00,,,--,--
WSR,Whitestone REIT,359161920.00,Real Estate,Equity Real Estate Investment Trusts (REITs),4.95%,+1.4
WSRRF,HARRYS MANUFACTURING INC,9606420.00,,,--,+2.7
WSRUF,WASECO RESOURCES INC,958660.00,Materials,Metals & Mining,--,+1.6
WSTG,"Wayside Technology Group, Inc.",83924880.00,Information Technology,"Electronic Equipment, Instruments & Components",3.51%,+0.8
WSTL,Westell Technologies Inc.,9685940.00,Information Technology,Communications Equipment,--,+1.0
WSTM,HR Soft Inc,648000.00,Information Technology,Software,--,--
WTBA,"West Bancorporation, Inc.",338932020.00,Financials,Banks,4.09%,+1.0
WTCG,W Technologies Inc,981750.00,Communication Services,Media,--,+4.7
WTCZF,COPPER LAKE RES LTD COM,2393710.00,,,--,+0.9
WTECQ,Westech Capital Corp,4030.00,Financials,Capital Markets,--,--
WTER,Alkaline Water Company Inc,79081300.00,Consumer Staples,Beverages,--,+2.6
WTI,"W&T Offshore, Inc.",369331690.00,Energy,"Oil, Gas & Consumable Fuels",--,+3.3
WTKN,WellTek Inc,1825950.00,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,--
WTLC,Western Metals Corp.,2638660.00,,,--,-0.5
WTNW,Water Now Inc,4815380.00,Utilities,Water Utilities,--,--
WTRE,Watford Holdings Ltd,689482290.00,Financials,Insurance,--,--
WTRH,Waitr Holdings Inc,400824880.00,Consumer Discretionary,Internet & Direct Marketing Retail,--,-1.9
WTRO,"Wi-Tron, Inc.",7680.00,Information Technology,Communications Equipment,--,--
WTT,Wireless Telecom Group Inc,46861200.00,Information Technology,"Electronic Equipment, Instruments & Components",--,+0.8
WTTR,Select Energy Services Inc,522438150.00,Energy,Energy Equipment & Services,--,+3.0
WTXR,West Texas Resources Inc,3322050.00,,,--,+0.2
WUHN,M2bio Sciences Inc,22436010.00,Health Care,Pharmaceuticals,--,+2.7
WUYI,China Wuyi Mountain Ltd,428000000.00,,,--,--
WVE,Wave Life Sciences Ltd,421929700.00,Health Care,Pharmaceuticals,--,+0.5
WVFC,WVS Financial Corp.,27974100.00,Financials,Thrifts & Mortgage Finance,2.72%,+0.7
WVVI,"Willamette Valley Vineyards, Inc.",32901070.00,Consumer Staples,Beverages,--,+0.8
WWDH,Worldwide Holdings Delaware Corp,442440.00,,,--,--
WWHC,W World Corp,602000.00,Health Care,Pharmaceuticals,--,+1.4
WWIN,Allyme Group Inc,43899100.00,,,--,--
WWIO,Wowio Inc,278000.00,,,--,--
WWPW,Wind Works Power Corp,875210.00,Utilities,Independent Power & Renewable Electricity Producers,--,+1.9
WWR,Westwater Resources Inc,99867400.00,Energy,"Oil, Gas & Consumable Fuels",--,+1.9
WWRL,"World Wireless Communications, Inc.",242240.00,,,--,--
WWSG,"Worldwide Strategies, Inc.",400590.00,,,--,--
WXMN,"Waxman Industries, Inc.",2781000.00,,,--,--
WYY,WidePoint Corporation,82896510.00,Information Technology,IT Services,--,+1.4
XAARF,XAAR PLC ORD,158855620.00,,,--,+1.6
XAIR,Beyond Air Inc,93137280.00,Health Care,Health Care Equipment & Supplies,--,-0.6
XALL,Xalles Holdings Inc,1832980.00,,,--,--
XAN,Exantas Capital Corp,127730140.00,Financials,Mortgage Real Estate Investment Trusts (REITs),--,+1.9
XBIO,Xenetic Biosciences Inc,13851200.00,Health Care,Biotechnology,--,+2.6
XBIT,XBiotech Inc,543523070.00,Health Care,Biotechnology,--,+1.7
XBOR,Cross Border Resources Inc,686510.00,Energy,"Oil, Gas & Consumable Fuels",--,+0.1
XCAN,Yutudao Marine Biotechnology Inc,30000000.00,,,--,--
XCLL,XcelMobility Inc,1296320.00,Information Technology,Software,--,+3.4
XCOMQ,Xtera Communications Inc,49950.00,Information Technology,Communications Equipment,--,+0.9
XCPL,Xcpcnl Business Services Corp,2010000.00,Industrials,Professional Services,--,+0.2
XCPT,Xcana Petroleum Corp,130.00,Energy,"Oil, Gas & Consumable Fuels",--,--
XCRP,"Xcorporeal, Inc.",59100.00,Health Care,Health Care Equipment & Supplies,--,+4.9
XCUR,Exicure Inc,145236290.00,Health Care,Biotechnology,--,--
XDSL,"mPhase Technologies, Inc.",3515570.00,Industrials,Electrical Equipment,--,--
XEBEF,XEBEC ADSORPTION INC,590655480.00,Industrials,Machinery,--,+1.3
XELA,Exela Technologies Inc,54343050.00,Information Technology,IT Services,--,+1.8
XELB,XCel Brands Inc,21425260.00,Consumer Discretionary,Specialty Retail,--,+2.1
XENE,Xenon Pharmaceuticals Inc,417538990.00,Health Care,Biotechnology,--,+1.4
XENO,Xeno Transplants Corp,60550.00,Health Care,Biotechnology,--,+4.2
XENT,Intersect ENT Inc,719163620.00,Health Care,Pharmaceuticals,--,+1.7
XERI,Xeriant Inc,14366030.00,,,--,+1.5
XERS,Xeris Pharmaceuticals Inc,196148880.00,Health Care,Pharmaceuticals,--,--
XFLS,Hydrogen Systems Inc,111020.00,Materials,Chemicals,--,-7.5
XFOR,X4 Pharmaceuticals Inc,98699220.00,Health Care,Biotechnology,--,--
XGN,Exagen Inc,188388280.00,Health Care,Health Care Providers & Services,--,--
XIN,"Xinyuan Real Estate Co., Ltd. (ADR)",169255740.00,Real Estate,Real Estate Management & Development,38.46%,+1.5
XITO,Xenous Holdings Inc,15205000.00,,,--,--
XLEFF,XXL ENERGY CORP,958120.00,Energy,"Oil, Gas & Consumable Fuels",--,-0.6
XLTD,Excoin Ltd,951520.00,Utilities,Independent Power & Renewable Electricity Producers,--,+3.8
XMEX,Xemex Group Inc,600.00,Real Estate,Real Estate Management & Development,--,--
XNET,Xunlei Ltd,189404160.00,Information Technology,Software,--,+1.7
XNNHQ,Xenonics Holdings Inc,214330.00,Industrials,Aerospace & Defense,--,+1.2
XOGAQ,Extraction Oil & Gas Inc,5932900.00,Energy,"Oil, Gas & Consumable Fuels",--,+2.2
XOMA,XOMA Corp,381912300.00,Health Care,Biotechnology,--,+1.0
XONE,ExOne Co,221226110.00,Industrials,Machinery,--,+2.1
XPL,Solitario Zinc Corp (USA),27531570.00,Materials,Metals & Mining,--,+1.7
XREG,XR Energy Inc,58700.00,Energy,"Oil, Gas & Consumable Fuels",--,+1.6
XRESF,XTIERRA INC,10311480.00,Materials,Metals & Mining,--,+1.7
XRXH,XRX International Ent Holding Group Inc,703170.00,,,--,--
XSNX,NovAccess Global Inc,2694190.00,Information Technology,Semiconductors & Semiconductor Equipment,--,+1.5
XSONF,"Claxson Interactive Group, Inc.",0.00,,,--,--
XSPA,XpresSpa Group Inc,100238280.00,Consumer Discretionary,Diversified Consumer Services,--,+2.5
XSPT,XSport Global Inc,22170.00,Information Technology,Software,--,+7.1
XSVT,Xsovt Brands Inc,432480.00,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",--,--
XTEG,XT Energy Group Inc,5310420.00,Industrials,Electrical Equipment,--,+0.8
XTLB,X T L Biopharmaceuticals Ltd (ADR),12392220.00,Health Care,Biotechnology,--,+0.8
XTMM,Xtreme Motorsports International Inc,30.00,Consumer Discretionary,Leisure Products,--,--
XTNT,Xtant Medical Holdings Inc,98002960.00,Health Care,Health Care Equipment & Supplies,--,+1.4
XTRM,Extreme Biodiesel Inc,3391290.00,,,--,+1.8
XXFPL,"FFP Partners, L.P.",13400.00,,,--,--
XXII,22nd Century Group Inc,263832100.00,Consumer Staples,Tobacco,--,+1.6
XYF,X Financial,156849750.00,Financials,Consumer Finance,--,--
XYNO,Xynomic Pharmaceuticals Holdings Inc,120312400.00,Health Care,Biotechnology,--,-1.3
YAYO,Rideshare Rental Inc,18673710.00,Industrials,Road & Rail,--,--
YBAO,YBCC Inc,343820.00,Health Care,Health Care Equipment & Supplies,--,+0.2
YBGJ,Yubo International Biotech Ltd,353631000.00,,,--,--
YBRHF,YELLOW BRICK RD HLDGS LTD SHS,15565340.00,,,--,+0.9
YCBD,cbdMD Inc,140686200.00,Health Care,Pharmaceuticals,--,--
YDVL,Yadkin Valley Company,48000000.00,Financials,Insurance,--,--
YDWAF,YODOGAWA STEEL WORKS LTD ORD,464534480.00,,,--,+0.8
YECO,Yulong Eco-Materials Ltd,9637500.00,Materials,Construction Materials,--,-2.1
YEWB,Yew Bio-Pharm Group Inc,6204000.00,Consumer Staples,Food Products,--,-0.4
YEWTF,ENVIRONMENTAL WASTE INTL,27866410.00,Industrials,Commercial Services & Supplies,--,-0.1
YGMZ,MingZhu Logistics Holdings Ltd,48600000.00,,,--,--
YGRAF,YANGARRA RESOURCES LTD,43543800.00,Energy,"Oil, Gas & Consumable Fuels",--,+2.9
YGTYF,SSLJ.Com Ltd,98550.00,Consumer Discretionary,Diversified Consumer Services,--,--
YGYI,Youngevity International Inc,9686400.00,Consumer Staples,Personal Products,--,+2.0
YI,111 Inc - ADR,557187400.00,Consumer Staples,Food & Staples Retailing,--,--
YIPI,Yippy Inc,10407020.00,Communication Services,Interactive Media & Services,--,+1.7
YITD,Yinhang Internet Technologies Devlpm Inc,12614200.00,Communication Services,Interactive Media & Services,--,--
YJ,Yunji Inc (ADR),500004180.00,Consumer Discretionary,Internet & Direct Marketing Retail,--,--
